record_id,doi,material_name,carbonization_temperature_C,carbonization_time_h,heating_rate_C_min,d002_nm,la_nm,lc_nm,id_ig,ssa_m2_g,pore_volume_cm3_g,category,electrolyte_text,current_density_mA_g,ice,plateau_capacity_mAh_g,reversible_capacity_mAh_g,rate_capability,electrolyte_type,lce
,Creative utilization of natural nanocomposites: nitrogen-rich mesoporous carbon for a high-performance sodium ion battery,NMC800,800,2.0,10.0,0.363,,,0.93,508.0,0.71,酯类,1 M NaClO4 in ethylene carbonate (EC) and diethyl carbonate (DEC) (1 : 1 by volume) with 2 vol% fluoroethylene carbonate (FEC) ,30.0,0.4094094094094094,0.0,372.19,119.2,0.0,-0.36640738085696345
,Creative utilization of natural nanocomposites: nitrogen-rich mesoporous carbon for a high-performance sodium ion battery,NMC900,900,2.0,10.0,0.359,,,0.92,467.0,0.8,酯类,1 M NaClO4 in ethylene carbonate (EC) and diethyl carbonate (DEC) (1 : 1 by volume) with 2 vol% fluoroethylene carbonate (FEC) ,30.0,0.3686627938541723,0.0,339.52,110.1,0.0,-0.5379577309551479
1516.0,Enhanced capacities of carbon nanosheets derived from functionalized bacterial cellulose as anodes for sodium ion batteries,p-MBC900,900,2.0,,0.4,,,1.29,198.46,0.13,酯类,"1 M NaClO4 in a mixture of ethylene carbonate (EC) and propylene carbonate (PC) (1 : 1, in volume) ",50.0,0.52,0.0,161.2,85.1,0.0,0.08004270767353656
1524.0,"Hierarchical Porous Nitrogen Doped Carbon Derived from Horn Comb as
Anode for Sodium-Ion Storage with High Performance",HPNDC,700,1.0,5.0,0.38,,,0.89,1883.0,,酯类,"1 M NaClO4 dissolved in
1 : 1 v/v ethylene carbonate (EC) : dimethyl carbonate
(DMC)",100.0,0.319,0.0,400.0,163.0,0.0,-0.7583712033646678
1530.0,High-yield humic acid-based hard carbons as promising anode materials for sodium-ion batteries,LHA-900,900,,,0.399,4.63,1.49,1.67,6.36,,酯类,1 M NaClO4 which dissolved in a mixture of ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1 v/v),25.0,0.59,84.35,286.0,100.0,0.0,0.3639653772014115
,High-yield humic acid-based hard carbons as promising anode materials for sodium-ion batteries,LHA-1500,1500,,,0.368,4.92,1.76,1.124,3.21,,酯类,1 M NaClO4 which dissolved in a mixture of ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1 v/v),25.0,0.73,182.43,345.0,75.8,0.0,0.9946225751440619
,High-yield humic acid-based hard carbons as promising anode materials for sodium-ion batteries,LHA-1600,1600,,,0.362,5.12,1.8,1.087,1.06,,酯类,1 M NaClO4 which dissolved in a mixture of ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1 v/v),25.0,0.75,170.24,314.0,53.8,0.0,1.0986122886681098
1535.0,Intertwined Nitrogen-Doped Carbon Nanotubes for High-Rate and Long-Life Sodium-Ion Battery Anodes,N-CNTs,700,3.0,5.0,0.375,,,0.976,736.9,,酯类,1 M NaClO4 in propylene carbonate (PC) and ethylene carbonate (EC) mixture solution (1 : 1 volume ratio) ,50.0,0.39,0.0,268.6,153.1,0.0,-0.4473122180436648
1536.0,Kelp-derived hard carbons as advanced anode materials for sodium-ion batteries,KHC-900,900,2.0,5.0,0.39,,1.13,1.4858841010401187,1.0,,酯类,1 M NaClO4 in a mixture of ethylene carbonate (EC) and diethyl carbonate (DEC) (1 : 1 in volume),25.0,0.612,86.3,243.0,80.2,0.0,0.45572694288905263
,Low-Cost and High-Performance Hard Carbon Anode Materials for Sodium-Ion Batteries,HC1100C2h,1100,2.0,3.0,0.374,2.5,1.52,1.7574692442882252,126.6,,酯类,1 M NaClO4 in ethylene carbonate (EC) and propylene carbonate (PC) (1:1 by volume),20.0,0.64,107.14,220.0,,0.0,0.5753641449035619
,Low-Cost and High-Performance Hard Carbon Anode Materials for Sodium-Ion Batteries,HC1300C2h,1300,2.0,3.0,0.371,2.63,1.58,1.6722408026755853,81.5,,酯类,1 M NaClO4 in ethylene carbonate (EC) and propylene carbonate (PC) (1:1 by volume),20.0,0.74,168.37,280.0,,0.0,1.0459685551826876
,Low-Cost and High-Performance Hard Carbon Anode Materials for Sodium-Ion Batteries,HC1500C2h,1500,2.0,3.0,0.367,2.93,1.64,1.5015015015015014,8.9,,酯类,1 M NaClO4 in ethylene carbonate (EC) and propylene carbonate (PC) (1:1 by volume),20.0,0.83,221.43,330.0,,0.0,1.5856272637403817
,Low-Cost and High-Performance Hard Carbon Anode Materials for Sodium-Ion Batteries,HC1600C2h,1600,2.0,3.0,0.366,2.94,1.65,1.497005988023952,2.4,,酯类,1 M NaClO4 in ethylene carbonate (EC) and propylene carbonate (PC) (1:1 by volume),20.0,0.86,173.98,270.0,,0.0,1.815289966638249
,Manipulating Adsorption–Insertion Mechanisms in Nanostructured Carbon Materials for High-Efficiency Sodium Ion Storage,HC-1300,1300,2.0,2.0,0.377,3.92,1.83,1.4925373134328357,117.0,0.07,酯类,1 m NaClO4 in EC/DEC (1:1 by volume) with 5% fluoroethylene carbonate,20.0,0.634,196.08,335.29,,0.0,0.5494156210358597
1559.0,Mechanism of Na-Ion Storage in Hard Carbon Anodes Revealed by Heteroatom Doping,HC,1100,5.0,,0.377,,,1.3,8.5,,酯类, 1.0 mol L-1 NaPF6 solution in ethylene carbonate (EC)/diethyl carbonate (DEC) (1:1 in volume),20.0,0.8017,149.0,283.0,65.3,0.0,1.3969534375231556
,Mechanism of Na-Ion Storage in Hard Carbon Anodes Revealed by Heteroatom Doping,P-HC,1100,5.0,,0.395,,,1.39,7.3,,酯类, 1.0 mol L-1 NaPF6 solution in ethylene carbonate (EC)/diethyl carbonate (DEC) (1:1 in volume),20.0,0.7402,202.0,359.0,67.8,0.0,1.0470083157155563
,Mechanism of Na-Ion Storage in Hard Carbon Anodes Revealed by Heteroatom Doping,S-HC,1100,5.0,,0.383,,,1.18,5.2,,酯类, 1.0 mol L-1 NaPF6 solution in ethylene carbonate (EC)/diethyl carbonate (DEC) (1:1 in volume),20.0,0.8039,177.0,328.0,62.8,0.0,1.4108501501316144
1564.0,Nanotubular Hard Carbon Derived from Renewable Natural Seed Gel for High Performance Sodium-Ion Battery Anode,NGHC,1000,6.0,5.0,0.38,,,1.2,40.0,,酯类," 1M NaClO4 in EC: DMC
(1:1 volume)",100.0,0.5661,81.51,214.0,,0.0,0.2659566482383094
1565.0,Nitrogen-doped porous carbon derived from horn as an advanced anode material for sodium ion batteries,NDPC,700,1.0,,0.374,,,0.87,1300.0,0.52,酯类,1 M NaClO4 dissolved in the mixture of diethyl carbonate (DEC) and ethylene carbonate (EC) with a volume ratio of 1:1,100.0,0.337,0.0,419.0,193.0,0.0,-0.6766920598335009
,Pinecone biomass-derived hard carbon anodes for high-performance sodium-ion batteries,PHC800,800,2.0,5.0,0.417,,1.25,3.0303030303030303,557.0,0.29,酯类,1 M NaClO4 dissolved in a mixture of ethylene carbonate (EC) and diethyl carbonate (DEC) with a volume ratio of 1 : 1,30.0,0.333,0.0,110.0,,0.0,-0.6946475559351799
,Pinecone biomass-derived hard carbon anodes for high-performance sodium-ion batteries,PHC1400,1400,2.0,5.0,0.381,,1.85,1.8867924528301885,40.0,0.03,酯类,1 M NaClO4 dissolved in a mixture of ethylene carbonate (EC) and diethyl carbonate (DEC) with a volume ratio of 1 : 1,30.0,0.854,231.69,370.0,,0.0,1.7663245720802332
,Pinecone biomass-derived hard carbon anodes for high-performance sodium-ion batteries,PHC1600,1600,2.0,5.0,0.375,,1.91,1.6666666666666667,4.0,0.01,酯类,1 M NaClO4 dissolved in a mixture of ethylene carbonate (EC) and diethyl carbonate (DEC) with a volume ratio of 1 : 1,30.0,0.835,240.0,346.0,,0.0,1.6214862509502748
,Tailored Carbon Anodes Derived from Biomass for Sodium-Ion Storage,P1300,1300,2.0,5.0,0.3755,1.806,,1.05,33.1,0.03,酯类,1 M NaClO4 (Sigma-Aldrich) in propylene carbonate,10.0,0.743,119.89,222.9,,0.0,1.0616199598225393
,Tailored Carbon Anodes Derived from Biomass for Sodium-Ion Storage,P1500,1500,2.0,5.0,0.3677,2.08,,1.11,16.9,0.024,酯类,1 M NaClO4 (Sigma-Aldrich) in propylene carbonate,10.0,0.749,177.4,271.138,,0.0,1.0932860443854355
,Biomass derived hierarchical porous carbons as high-performance anodes for sodium-ion batteries,HPC-2-2,800,1.0,5.0,0.39,,0.78,1.89,1430.0,0.84,酯类,1 M NaClO4 in a 1:1 volume ratio of ethylene carbonate and diethyl carbonate,100.0,0.3053,0.0,174.0,54.0,0.0,-0.8221851979580029
,Biomass derived hierarchical porous carbons as high-performance anodes for sodium-ion batteries,HPC-2-4,800,1.0,5.0,0.39,,0.69,1.94,1580.0,1.09,酯类,1 M NaClO4 in a 1:1 volume ratio of ethylene carbonate and diethyl carbonate,100.0,0.2919,0.0,174.0,105.0,0.0,-0.8861740487976592
1623.0,Ion-Catalyzed Synthesis of Microporous Hard Carbon Embedded with Expanded Nanographite for Enhanced Lithium/Sodium Storage,mPFR-HCA,800,4.0,1.0,0.3356,,,0.9434,664.0,,酯类," 1 M NaClO4 in 
propylene carbonate / ethylene carbonate (v:v = 1:1)",100.0,0.3289,0.0,245.0,100.0,0.0,-0.7131644039691822
1624.0,Lithium and sodium storage in highly ordered mesoporous nitrogen-doped carbons derived from honey,HMNC-700,700,2.0,5.0,0.395,,,0.98,677.7,0.792,酯类,1 M NaClO4 in 1:1 by volume EC and DEC,100.0,0.437,0.0,427.0,217.0,0.0,-0.2533464330441002
1626.0,Nitrogen-doped carbon/graphene hybrid anode material for sodium-ion batteries with excellent rate capability,NCG700,700,2.0,10.0,0.36,,,0.98,94.1,0.12,酯类,1 M NaClO4 in the mixture of ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1 by volume) ,30.0,0.5,0.0,336.0,177.0,0.0,0.0
1627.0,Self-assembly of disordered hard carbon/graphene hybrid for sodium-ion batteries,C@G,700,2.0,,0.375,,,0.934,488.0,,酯类,1 M NaClO4 in ethylene (EC) and diethyl carbonate (DEC) (v:v = 1:1),50.0,0.44,0.0,355.0,118.0,0.0,-0.2411620568168881
,Fluorine-Doped Carbon Particles Derived from Lotus Petioles as High-Performance Anode Materials for Sodium-Ion Batteries,F-CP,1100,5.0,5.0,0.4,,,1.01,46.4,,酯类, 1 M NaClO4 dissolved in a mixture of ethylene carbonate (EC) and diethyl carbonate(DEC) with a volume ratio of 1:1,200.0,0.523,100.0,230.0,158.0,0.0,0.0920649731765818
1648.0,New Mechanistic Insights on Na-Ion Storage in Nongraphitizable Carbon,Suc-1100°C,1100,6.0,,0.375,2.54,1.15,2.09,24.8,0.0152,酯类,"1M NaPF6 (Alfa Aesar) in a one to one solvent of 
Ethyl Carbonate (EC) Diethyl carbonate (DEC)",40.0,0.725,110.66,339.6,93.5,0.0,0.9694005571881035
,New Mechanistic Insights on Na-Ion Storage in Nongraphitizable Carbon,Suc-1400°C,1400,6.0,,0.372,3.18,1.17,1.84,8.0,0.00804,酯类,"1M NaPF6 (Alfa Aesar) in a one to one solvent of 
Ethyl Carbonate (EC) Diethyl carbonate (DEC)",40.0,0.852,178.125,314.1,62.0,0.0,1.7503742530652007
,New Mechanistic Insights on Na-Ion Storage in Nongraphitizable Carbon,Suc-1600°C,1600,6.0,,0.371,3.5,1.19,1.44,5.0,0.00592,酯类,"1M NaPF6 (Alfa Aesar) in a one to one solvent of 
Ethyl Carbonate (EC) Diethyl carbonate (DEC)",40.0,0.845,176.95,300.0,54.0,0.0,1.695911510437927
1661.0,Electrochemical Performance of Electrospun carbon nanofibers as free-standing and binder-free anodes for Sodium-Ion and Lithium-Ion Batteries,PAN-CNFs-1250,1250,0.5,,0.367,5.05,2.02,0.97,14.6,,酯类,"1.0 M NaClO4 in a mixture of ethylene carbonate/dimethyl carbonate (EC/DMC, 1:1 by volume) ",20.0,0.72,125.0,271.0,48.0,0.0,0.9444616088408513
,A generic F-doped strategy for biomass hard carbon to achieve fast and stable kinetics in sodium/potassium-ion batteries,CDC-F-900,900,2.0,5.0,0.401,1.611,0.241,0.89,294.45,0.43,酯类,"1.0 M NaClO4 dissolved in ethylene carbonate (EC), diethyl carbonate (DEC) and ethyl methyl carbonate (EMC) (volume ratio 1:1:1) with 2.0% fluoroethylene carbonate (FEC)",100.0,0.554,0.0,290.7946,,0.0,0.21684573472721994
,Advanced Structural Engineering Design for Tailored Microporous Structure via Adjustable Graphite Sheet Angle to Enhance Sodium-Ion Storage in Anthracite-Based Carbon Anode,NAC-1000,1000,,5.0,0.371,,,1.19,5.46,0.034,醚类,1.0 mol L-1 NaPF6 dissolved in dimethyl ether (DME),50.0,0.647,72.73,23.1,175.1,1.0,0.6058782375676038
,Advanced Structural Engineering Design for Tailored Microporous Structure via Adjustable Graphite Sheet Angle to Enhance Sodium-Ion Storage in Anthracite-Based Carbon Anode,NAC-1200,1200,,5.0,0.394,,,1.09,7.07,0.04,醚类,1.0 mol L-1 NaPF6 dissolved in dimethyl ether (DME),50.0,0.742,142.98,371.3,329.3,1.0,1.056389658245763
,Advanced Structural Engineering Design for Tailored Microporous Structure via Adjustable Graphite Sheet Angle to Enhance Sodium-Ion Storage in Anthracite-Based Carbon Anode,NAC-1400,1400,,5.0,0.373,,,0.96,6.84,0.036,醚类,1.0 mol L-1 NaPF6 dissolved in dimethyl ether (DME),50.0,0.775,142.0,288.9,225.8,1.0,1.2367626271489272
,Ammonium polyphosphate assisted thermal polymerization of pre-oxidized asphalt to prepare N/P double-doped hard carbon for improved sodium ion storage,NPHC41-1100,1100,2.0,5.0,0.393,4.778,0.888,1.02,2.13,,酯类,1.0 M NaPF6 electrolyte dissolved in ethyl carbonate and diethyl carbonate (EC:DEC = 1:1),15.0,0.6827,205.9,313.0,,0.0,0.7662078258350846
,Boosting Molecular Cross-Linking in a Phenolic Resin for Spherical Hard Carbon with Enriched Closed Pores toward Enhanced Sodium Storage Ability,HHC1 ,1500,2.0,2.0,0.37,8.17,1.67,1.834,8.34,,酯类,1 M solution of NaPF6 in a mixed solvent of ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1 in volume),20.0,0.74,256.8,334.9,46.4,0.0,1.0459685551826876
,Boosting Molecular Cross-Linking in a Phenolic Resin for Spherical Hard Carbon with Enriched Closed Pores toward Enhanced Sodium Storage Ability,HHC12 ,1500,2.0,2.0,0.38,7.49,1.58,1.908,2.83,,酯类,1 M solution of NaPF6 in a mixed solvent of ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1 in volume),20.0,0.752,285.8,369.2,46.0,0.0,1.1093075777848576
,Closed pore engineering of activated carbon enabled by waste mask for superior sodium storage,CAC,1300,2.0,5.0,0.384,,,2.41,1656.7,0.774,酯类," 1 M NaClO4 in EC and DEC (1:1, v/v) ",30.0,0.194,0.0,101.8,,0.0,-1.4242255834433002
,Closed pore structure engineering from ultra-micropores with the assistance of polypropylene for boosted sodium ion storage,PFCC@PP,1300,2.0,,0.382,,,1.46,5.8,0.048,酯类,"1M NaClO4 in a mixture of ethylene carbonate (EC)
and diethyl carbonate (DEC) (1:1, v/v)",30.0,0.878,208.0,309.3,,0.0,1.9736255489018601
,Free radicals trigger the closure of open pores in lignin-derived hard carbons toward improved sodium-storage capacity,L-700-1300,1300,2.0,,0.381,4.11,1.03,1.62,9.4,0.027,醚类,1 M NaPF6 in Diglyme,30.0,0.835,133.73,244.7,43.3,1.0,1.6214862509502748
,Free radicals trigger the closure of open pores in lignin-derived hard carbons toward improved sodium-storage capacity,LK-650-1300,1300,2.0,,0.392,3.89,0.99,1.67,56.6,0.051,醚类,1 M NaPF6 in Diglyme,30.0,0.86,201.81,301.4,118.3,1.0,1.815289966638249
,Hard carbon anode derived from pre-treated bio-waste sugarcane bagasse for high capacity sodium-ion battery fabricated with bio-deFgradable porous polymer electrolyte,HC,950,6.0,5.0,0.369,,,2.15,407.0,0.3,酯类,1 M NaClO4 in EC:PC 1:1 v/v,50.0,0.473272727272727,15.0,156.18,68.1,0.0,-0.10701109277478599
,Hard carbon anode derived from pre-treated bio-waste sugarcane bagasse for high capacity sodium-ion battery fabricated with bio-deFgradable porous polymer electrolyte,EHC,950,6.0,5.0,0.365,,,2.53,19.0,0.03,酯类,1 M NaClO4 in EC:PC 1:1 v/v,50.0,0.6016666666666667,84.12,270.75,50.0,0.0,0.41241440640137034
,Hybrid hard carbon framework derived from polystyrene bearing distinct molecular crosslinking for enhanced sodium storage,HHC,800,3.0,2.0,0.38,,,2.67,7.0,0.01,醚类,1 M NaPF6 in diglyme,20.0,0.702,0.0,279.3,132.8,1.0,0.8568399175204064
,Hybrid hard carbon framework derived from polystyrene bearing distinct molecular crosslinking for enhanced sodium storage,TZ-PS-800,800,3.0,2.0,0.362,,,2.53,2.0,,醚类,1 M NaPF6 in diglyme,20.0,0.583,0.0,165.0,97.7,1.0,0.33510096455169075
,Hybrid hard carbon framework derived from polystyrene bearing distinct molecular crosslinking for enhanced sodium storage,CO-PS-800,800,3.0,2.0,0.383,,,2.79,445.0,0.25,醚类,1 M NaPF6 in diglyme,20.0,0.46,0.0,132.1,63.6,1.0,-0.16034265007517937
,Hydrothermally Assisted Conversion of Switchgrass into Hard Carbon as Anode Materials for Sodium-Ion Batteries,HC-HT160,1600,2.0,,0.346,0.81,0.94,1.6,13.28,,醚类,1 M NaOTf in diglyme as,100.0,0.8,200.0,262.1,34.4,1.0,1.3862943611198908
,Hydrothermally Assisted Conversion of Switchgrass into Hard Carbon as Anode Materials for Sodium-Ion Batteries,HC-HT190,1600,2.0,,0.346,0.74,0.9,1.71,15.95,,醚类,1 M NaOTf in diglyme as,100.0,0.796,223.7,287.5,44.4,1.0,1.3614791920001668
,In-situ capture defects through molecule grafting assisted in coal-based hard carbon anode for sodium-ion batteries,Coal,1200,2.0,5.0,0.375,,,1.032,120.6,0.084,醚类, M NaPF6 dissolved in diethylene glycol dimethyl ether (DEGDME),30.0,0.79,109.04,251.06,163.8,1.0,1.3249254147435987
,In-situ capture defects through molecule grafting assisted in coal-based hard carbon anode for sodium-ion batteries,CG0.1,1200,2.0,5.0,0.387,,,0.967,18.2,0.021,醚类, M NaPF6 dissolved in diethylene glycol dimethyl ether (DEGDME),30.0,0.84,152.0,294.5,200.0,1.0,1.6582280766035322
,In-situ capture defects through molecule grafting assisted in coal-based hard carbon anode for sodium-ion batteries,Glucose,1200,2.0,5.0,0.399,,,1.013,22.1,0.03,醚类, M NaPF6 dissolved in diethylene glycol dimethyl ether (DEGDME),30.0,0.75,109.33,279.47,48.6,1.0,1.0986122886681098
,Industrial-scale Hard Carbon Designed to Regulate Electrochemical Polarization for Fast Sodium Storage.,UHC,1300,3.0,5.0,0.38,,2.11,1.2,2.78,0.00353,醚类, 1 M NaPF6 in DEGDME,20.0,0.8349,184.91,269.41,85.7,1.0,1.6207606062738722
,Industrial-scale Hard Carbon Designed to Regulate Electrochemical Polarization for Fast Sodium Storage.,RHC,1300,3.0,5.0,0.37,,2.25,1.26,19.97,0.01185,醚类, 1 M NaPF6 in DEGDME,20.0,0.8654,206.58,308.36,87.7,1.0,1.8608844105801565
,Industrial-scale Hard Carbon Designed to Regulate Electrochemical Polarization for Fast Sodium Storage.,PHC,1300,3.0,5.0,0.37,,2.61,1.27,4.01,0.00605,醚类, 1 M NaPF6 in DEGDME,20.0,0.8596,194.97,284.32,86.1,1.0,1.8119716731766449
,Industrial-scale Hard Carbon Designed to Regulate Electrochemical Polarization for Fast Sodium Storage.,SHC,1300,3.0,5.0,0.37,,2.15,1.24,3.43,0.00603,醚类, 1 M NaPF6 in DEGDME,20.0,0.828,178.72,264.3,84.3,1.0,1.5715186775718064
,Insight into the effect of structural differences among pitch fractions on sodium storage performance of pitch-derived hard carbons,TS-1400,1400,2.0,,0.379,3.47,1.03,1.23,2.8,,醚类,1.0 M NaPF6 in diglyme,30.0,0.8469,140.77,261.6,41.0,1.0,1.7104913212639152
,Insight into the effect of structural differences among pitch fractions on sodium storage performance of pitch-derived hard carbons,THFS-1400	,1400,2.0,,0.382,3.43,1.04,1.32,4.1,,醚类,1.0 M NaPF6 in diglyme,30.0,0.868,195.58,296.8,136.7,1.0,1.8833897920739793
,Modulating Intrinsic Defect Structure of Fibrous Hard Carbon for Super-Fast and High-Areal Sodium Energy Storage,TC-1000,1000,4.0,3.0,0.3751,1.7578,1.1994,2.21,2095.5475,0.14,醚类, 1M NaPF6 in Diglyme,100.0,0.68,0.0,354.0,250.0,1.0,0.7537718023763803
,Modulating Intrinsic Defect Structure of Fibrous Hard Carbon for Super-Fast and High-Areal Sodium Energy Storage,Ti-900,900,4.0,3.0,0.393,0.9857,0.8709,2.26,2788.2295,1.3,醚类, 1M NaPF6 in Diglyme,100.0,0.807,0.0,234.0,329.4,1.0,1.4306334793650637
,Molecular Engineering to Regulate the Pseudo-Graphitic Structure of Hard Carbon for Superior Sodium Energy Storage,P-HC,1300,2.0,5.0,0.379,2.024,0.944,1.79,10.79,,醚类,1 m NaPF6 in diglyme,20.0,0.803,199.42,303.3,100.0,1.0,1.4051509852087734
,Molecular Engineering to Regulate the Pseudo-Graphitic Structure of Hard Carbon for Superior Sodium Energy Storage,R-HC,1300,2.0,5.0,0.371,2.381,1.024,1.57,7.34,,醚类,1 m NaPF6 in diglyme,20.0,0.821,225.15,334.3,202.3,1.0,1.5231373036116729
,Molecular Engineering to Regulate the Pseudo-Graphitic Structure of Hard Carbon for Superior Sodium Energy Storage,T-HC,1300,2.0,5.0,0.366,2.373,1.103,1.33,3.51,,醚类,1 m NaPF6 in diglyme,20.0,0.765,99.42,240.3,100.0,1.0,1.180290319682377
,New insights into the effect of hard carbons microstructure on the diffusion of sodium ions into closed pores,L1300,1300,3.0,2.0,0.394,2.76,1.02,1.97,380.14,0.099,酯类,1 mol/L NaClO4 in EC/DEC (1:1 by volume),20.0,0.723,198.26,324.9,32.1,0.0,0.9593917159714261
,New insights into the effect of hard carbons microstructure on the diffusion of sodium ions into closed pores,LS1300,1300,3.0,2.0,0.39,2.81,1.01,2.16,132.09,0.03,酯类,1 mol/L NaClO4 in EC/DEC (1:1 by volume),20.0,0.754,215.7,356.9,80.7,0.0,1.1200608320755931
,New insights into the effect of hard carbons microstructure on the diffusion of sodium ions into closed pores,S1300,1300,3.0,2.0,0.382,2.97,0.92,2.31,44.61,0.007,酯类,1 mol/L NaClO4 in EC/DEC (1:1 by volume),20.0,0.822,155.23,306.8,43.1,0.0,1.5299568447640945
,P-doped hard carbon material for anode of sodium ion battery was prepared by using polyphosphoric acid modified petroleum asphalt as precursor,PHC-1300,1300,2.0,5.0,0.382,4.897,0.953,1.23,1.07,,酯类,1.0 M NaPF6 solution dissolved in ethyl and diethyl carbonate (EC:DEC=1:1),15.0,0.8635,225.89,359.14,,0.0,1.8446692829617193
,P-doped hard carbon material for anode of sodium ion battery was prepared by using polyphosphoric acid modified petroleum asphalt as precursor,HC-1300,1300,2.0,5.0,0.366,5.929,0.906,1.2,1.01,,酯类,1.0 M NaPF6 solution dissolved in ethyl and diethyl carbonate (EC:DEC=1:1),15.0,0.7268,128.27,239.43,,0.0,0.9784472088253812
,Preparation of Enriched Closed-Pores Hard Carbon for High-Performance Sodium-Ion Batteries by the Poly(vinyl butyral) Template Method,CFR,1300,2.0,2.0,0.38,3.812,0.922,1.34,7.32,0.0124,醚类,1 M NaPF6 dissolved in Diglyme,30.0,0.8566,191.85,303.86,204.6,1.0,1.7873331370157508
,Preparation of Enriched Closed-Pores Hard Carbon for High-Performance Sodium-Ion Batteries by the Poly(vinyl butyral) Template Method,CFR-PVB3 ,1300,2.0,2.0,0.386,3.681,0.914,1.57,10.54,0.0308,醚类,1 M NaPF6 dissolved in Diglyme,30.0,0.885,260.0,367.0,258.1,1.0,2.0406555166446796
,Preparation of Enriched Closed-Pores Hard Carbon for High-Performance Sodium-Ion Batteries by the Poly(vinyl butyral) Template Method,CFR-PVB6,1300,2.0,2.0,0.392,3.486,0.928,1.6,430.46,0.0181,醚类,1 M NaPF6 dissolved in Diglyme,30.0,0.5849,46.99,119.74,19.8,1.0,0.342921437389987
,Resolution of the reciprocity between radical species from precursor and closed pore formation in hard carbon for sodium storage,PAO-300-10,1200,2.0,5.0,0.369,,1.76,1.67,12.08,,酯类,"1 M NaClO4 in the anhydrous organic solution of ethylene carbonate/diethylene carbonate (EC: DEC 1: 1 V/V%, battery grade, Saios)",30.0,0.697,122.69,275.0,,0.0,0.8330526052511545
,Tailoring the dual precursors coupled hard carbon by embedding the pitch-derived graphitic domains to achieve high-performance sodium storage,LPP-2-1400,1400,2.0,,0.376,,,1.06,5.6,,酯类,1 M NaPF6 in EC and DMC (1:1 in volume ratio),30.0,0.89,174.03,307.0,170.0,0.0,2.0907410969337694
,Tailoring the dual precursors coupled hard carbon by embedding the pitch-derived graphitic domains to achieve high-performance sodium storage,LPP-2-1600,1600,2.0,,0.36,,,1.02,11.6,,酯类,1 M NaPF6 in EC and DMC (1:1 in volume ratio),30.0,0.83,153.31,234.0,121.0,0.0,1.5856272637403817
,Tailoring the dual precursors coupled hard carbon by embedding the pitch-derived graphitic domains to achieve high-performance sodium storage,LPP-1-1400,1400,2.0,,0.385,,,1.08,16.5,,酯类,1 M NaPF6 in EC and DMC (1:1 in volume ratio),30.0,0.82,165.75,280.0,171.0,0.0,1.5163474893680882
,Tailoring the dual precursors coupled hard carbon by embedding the pitch-derived graphitic domains to achieve high-performance sodium storage,LPP-3-1400,1400,2.0,,0.361,,,1.01,18.5,,酯类,1 M NaPF6 in EC and DMC (1:1 in volume ratio),30.0,0.84,150.0,260.0,171.0,0.0,1.6582280766035322
,Vascular tissue-derived hard carbon with ultra-high rate capability for sodium-ion storage,VHC-800,800,3.0,10.0,0.387327,1.327667,0.928704,1.965518,114.27,,醚类,1 M NaPF6 in Diethylene glycol dimethyl ether (Diglyme),25.0,0.6643,70.84,249.0,,1.0,0.6825159506852063
,Vascular tissue-derived hard carbon with ultra-high rate capability for sodium-ion storage,VHC-900,900,3.0,10.0,0.386307,1.674647,0.911526,1.748638,89.59,,醚类,1 M NaPF6 in Diethylene glycol dimethyl ether (Diglyme),25.0,0.6721,70.84,224.52,,1.0,0.7176984551253176
,Vascular tissue-derived hard carbon with ultra-high rate capability for sodium-ion storage,VHC-1000,1000,3.0,10.0,0.383282,1.799585,0.938001,1.554806,136.62,,醚类,1 M NaPF6 in Diethylene glycol dimethyl ether (Diglyme),25.0,0.753,117.17,249.05,,1.0,1.1146768911719165
,Vascular tissue-derived hard carbon with ultra-high rate capability for sodium-ion storage,VHC-1100,1100,3.0,10.0,0.383282,1.814333,0.960991,1.447848,174.69,,醚类,1 M NaPF6 in Diethylene glycol dimethyl ether (Diglyme),25.0,0.7744,139.51,270.3,,1.0,1.2333250163384633
,Vascular tissue-derived hard carbon with ultra-high rate capability for sodium-ion storage,VHC-1200,1200,3.0,10.0,0.379977,1.723618,0.947413,1.337509,227.57,,醚类,1 M NaPF6 in Diethylene glycol dimethyl ether (Diglyme),25.0,0.7243,139.51,293.73,206.0,1.0,0.9658923531715297
,Vascular tissue-derived hard carbon with ultra-high rate capability for sodium-ion storage,VHC-1300,1300,3.0,10.0,0.367165,2.121222,0.979619,1.268606,287.21,,醚类,1 M NaPF6 in Diethylene glycol dimethyl ether (Diglyme),25.0,0.7235,98.09,196.19,,1.0,0.9618897251091493
